hotel_name,year_int,sentiment_score
Grand Muthu Forte Do Vale,2025,4.398550724637682
HF Fenix Lisboa,2006,4.333333333333333
HF Fenix Lisboa,2007,3.5384615384615383
HF Fenix Lisboa,2008,3.2
HF Fenix Lisboa,2009,4.153846153846154
HF Fenix Lisboa,2010,3.3529411764705883
HF Fenix Lisboa,2011,3.9411764705882355
HF Fenix Lisboa,2012,3.8780487804878048
HF Fenix Lisboa,2013,3.9344262295081966
HF Fenix Lisboa,2014,4.185714285714286
HF Fenix Lisboa,2015,4.011764705882353
HF Fenix Lisboa,2016,4.0701754385964914
HF Fenix Lisboa,2017,4.056338028169014
HF Fenix Lisboa,2018,4.137931034482759
HF Fenix Lisboa,2019,3.951219512195122
HF Fenix Lisboa,2020,4.4
HF Fenix Lisboa,2021,3.25
HF Fenix Lisboa,2022,3.7142857142857144
HF Fenix Lisboa,2023,4.241379310344827
HF Fenix Lisboa,2024,3.7948717948717947
HF Fenix Lisboa,2025,3.227272727272727
Harbour Inn Design Townhouse,2020,5.0
Harbour Inn Design Townhouse,2021,5.0
Harbour Inn Design Townhouse,2022,5.0
Harbour Inn Design Townhouse,2023,4.75
Harbour Inn Design Townhouse,2024,4.777777777777778
Harbour Inn Design Townhouse,2025,4.5
Herdade Da Matinha,2008,4.0
Herdade Da Matinha,2009,4.5
Herdade Da Matinha,2010,3.4285714285714284
Herdade Da Matinha,2011,4.666666666666667
Herdade Da Matinha,2012,3.75
Herdade Da Matinha,2013,3.8
Herdade Da Matinha,2014,4.25
Herdade Da Matinha,2015,4.642857142857143
Herdade Da Matinha,2016,4.384615384615385
Herdade Da Matinha,2017,4.095238095238095
Herdade Da Matinha,2018,4.4
Herdade Da Matinha,2019,4.090909090909091
Herdade Da Matinha,2020,4.0625
Herdade Da Matinha,2021,4.4
Herdade Da Matinha,2022,4.2
Herdade Da Matinha,2023,4.666666666666667
Herdade Da Matinha,2024,4.5
Herdade Da Matinha,2025,5.0
Herdade da Serrinha Agro-Turismo,2013,5.0
Herdade da Serrinha Agro-Turismo,2014,5.0
Herdade da Serrinha Agro-Turismo,2015,5.0
Herdade da Serrinha Agro-Turismo,2016,4.5
Herdade da Serrinha Agro-Turismo,2017,4.0
Herdade da Serrinha Agro-Turismo,2018,4.666666666666667
Herdade da Urgueira,2016,5.0
Herdade da Urgueira,2017,5.0
Herdade da Urgueira,2018,4.0
Herdade da Urgueira,2019,1.0
Herdade da Urgueira,2021,5.0
Herdade da Urgueira,2022,5.0
Herdade da Urgueira,2023,5.0
Herdade da Urgueira,2024,3.6666666666666665
Herdade da Urgueira,2025,4.0
Hilton Garden Inn Évora,2023,4.428571428571429
Hilton Garden Inn Évora,2024,4.26
Hilton Garden Inn Évora,2025,4.057142857142857
Hilton Porto Gaia,2021,4.444444444444445
Hilton Porto Gaia,2022,4.166666666666667
Hilton Porto Gaia,2023,4.386666666666667
Hilton Porto Gaia,2024,3.8260869565217392
Hilton Porto Gaia,2025,4.222222222222222
HolaCamp Albufeira,2013,4.4
HolaCamp Albufeira,2014,4.0
HolaCamp Albufeira,2015,3.8181818181818183
HolaCamp Albufeira,2016,4.0
HolaCamp Albufeira,2017,3.8461538461538463
HolaCamp Albufeira,2018,3.230769230769231
HolaCamp Albufeira,2019,2.9285714285714284
HolaCamp Albufeira,2020,3.6666666666666665
HolaCamp Albufeira,2021,2.8
HolaCamp Albufeira,2022,3.6
HolaCamp Albufeira,2023,3.75
HolaCamp Albufeira,2024,3.375
HolaCamp Albufeira,2025,3.56
Holiday Inn Express Lisbon - Oeiras By IHG,2008,5.0
Holiday Inn Express Lisbon - Oeiras By IHG,2009,3.5
Holiday Inn Express Lisbon - Oeiras By IHG,2010,4.0
Holiday Inn Express Lisbon - Oeiras By IHG,2011,3.6666666666666665
Holiday Inn Express Lisbon - Oeiras By IHG,2012,3.0
Holiday Inn Express Lisbon - Oeiras By IHG,2013,3.2
Holiday Inn Express Lisbon - Oeiras By IHG,2014,3.5
Holiday Inn Express Lisbon - Oeiras By IHG,2015,3.25
Holiday Inn Express Lisbon - Oeiras By IHG,2016,3.9166666666666665
Holiday Inn Express Lisbon - Oeiras By IHG,2017,3.2857142857142856
Holiday Inn Express Lisbon - Oeiras By IHG,2018,3.642857142857143
Holiday Inn Express Lisbon - Oeiras By IHG,2019,3.909090909090909
Holiday Inn Express Lisbon - Oeiras By IHG,2020,5.0
Holiday Inn Express Lisbon - Oeiras By IHG,2021,2.0
Holiday Inn Express Lisbon - Oeiras By IHG,2022,3.7142857142857144
Holiday Inn Express Lisbon - Oeiras By IHG,2023,3.4
Holiday Inn Express Lisbon - Oeiras By IHG,2024,3.272727272727273
Holiday Inn Express Lisbon - Oeiras By IHG,2025,3.5
Horta da Vila,2014,5.0
Horta da Vila,2016,5.0
Horta da Vila,2017,5.0
Horta da Vila,2024,5.0
Horta da Vila,2025,5.0
Horta de Torrejais,2014,4.75
Horta de Torrejais,2015,3.0
Horta de Torrejais,2016,4.0
Horta de Torrejais,2017,5.0
Horta de Torrejais,2018,4.0
Horta de Torrejais,2024,5.0
Hotel Albergaria Dias,2004,5.0
Hotel Albergaria Dias,2005,5.0
Hotel Albergaria Dias,2006,1.0
Hotel Albergaria Dias,2007,4.5
Hotel Albergaria Dias,2008,4.2
Hotel Albergaria Dias,2009,4.571428571428571
Hotel Albergaria Dias,2010,4.3125
Hotel Albergaria Dias,2011,4.361111111111111
Hotel Albergaria Dias,2012,4.428571428571429
Hotel Albergaria Dias,2013,4.416666666666667
Hotel Albergaria Dias,2014,4.54
Hotel Albergaria Dias,2015,4.5636363636363635
Hotel Albergaria Dias,2016,4.633333333333334
Hotel Albergaria Dias,2017,4.75
Hotel Albergaria Dias,2018,3.8636363636363638
Hotel Albergaria Dias,2019,4.875
Hotel Albergaria Dias,2020,5.0
Hotel Albergaria Dias,2021,4.125
Hotel Albergaria Dias,2022,4.818181818181818
Hotel Albergaria Dias,2023,4.421052631578948
Hotel Albergaria Dias,2024,4.619047619047619
Hotel Albergaria Dias,2025,4.782608695652174
Hotel Alegria,2016,4.454545454545454
Hotel Alegria,2017,4.387755102040816
Hotel Alegria,2018,1.0
Hotel Alegria,2020,5.0
Hotel Alegria,2021,4.777777777777778
Hotel Alegria,2022,4.333333333333333
Hotel Alegria,2023,4.636363636363637
Hotel Alegria,2024,4.75
Hotel Alegria,2025,4.578947368421052
Hotel Apartamentos Geres Ribeiro,2013,5.0
Hotel Apartamentos Geres Ribeiro,2014,4.0
Hotel Apartamentos Geres Ribeiro,2022,5.0
Hotel Apartamentos Geres Ribeiro,2024,4.0
Hotel Apartamentos Geres Ribeiro,2025,5.0
Hotel Casa do Tua,2011,2.0
Hotel Casa do Tua,2014,5.0
Hotel Casa do Tua,2015,4.5
Hotel Casa do Tua,2016,4.333333333333333
Hotel Casa do Tua,2017,4.0
Hotel Casa do Tua,2018,4.4
Hotel Casa do Tua,2019,4.5
Hotel Casa do Tua,2020,5.0
Hotel Casa do Tua,2021,5.0
Hotel Casa do Tua,2023,5.0
Hotel Casa do Tua,2025,5.0
Hotel Comercio,2014,3.5
Hotel Comercio,2015,4.0
Hotel Comercio,2017,2.0
Hotel Comercio,2024,5.0
Hotel Comercio,2025,2.0
Hotel Convento de Sao Paulo,2002,5.0
Hotel Convento de Sao Paulo,2006,4.0
Hotel Convento de Sao Paulo,2007,4.0
Hotel Convento de Sao Paulo,2009,5.0
Hotel Convento de Sao Paulo,2010,5.0
Hotel Convento de Sao Paulo,2011,4.0
Hotel Convento de Sao Paulo,2012,4.25
Hotel Convento de Sao Paulo,2013,4.428571428571429
Hotel Convento de Sao Paulo,2014,4.0
Hotel Convento de Sao Paulo,2015,3.8333333333333335
Hotel Convento de Sao Paulo,2016,4.666666666666667
Hotel Convento de Sao Paulo,2017,4.4
Hotel Convento de Sao Paulo,2018,4.1875
Hotel Convento de Sao Paulo,2019,4.6
Hotel Convento de Sao Paulo,2020,2.5
Hotel Convento de Sao Paulo,2022,3.5
Hotel Convento de Sao Paulo,2023,4.3076923076923075
Hotel Convento de Sao Paulo,2024,4.666666666666667
Hotel Convento de Sao Paulo,2025,3.5
Hotel Covilha Dona Maria Affiliated by Meliá,2007,3.5
Hotel Covilha Dona Maria Affiliated by Meliá,2009,4.0
Hotel Covilha Dona Maria Affiliated by Meliá,2010,4.333333333333333
Hotel Covilha Dona Maria Affiliated by Meliá,2011,5.0
Hotel Covilha Dona Maria Affiliated by Meliá,2012,4.142857142857143
Hotel Covilha Dona Maria Affiliated by Meliá,2013,4.0
Hotel Covilha Dona Maria Affiliated by Meliá,2014,4.0
Hotel Covilha Dona Maria Affiliated by Meliá,2015,2.5
Hotel Covilha Dona Maria Affiliated by Meliá,2016,4.0
Hotel Covilha Dona Maria Affiliated by Meliá,2017,4.0
Hotel Covilha Dona Maria Affiliated by Meliá,2018,4.2
Hotel Covilha Dona Maria Affiliated by Meliá,2019,3.6666666666666665
Hotel Covilha Dona Maria Affiliated by Meliá,2021,3.0
Hotel Covilha Dona Maria Affiliated by Meliá,2022,4.5
Hotel Covilha Dona Maria Affiliated by Meliá,2023,4.166666666666667
Hotel Covilha Dona Maria Affiliated by Meliá,2024,3.5
Hotel Covilha Dona Maria Affiliated by Meliá,2025,3.3333333333333335
Hotel Cristal Porto,2016,4.4
Hotel Cristal Porto,2017,4.027027027027027
Hotel Cristal Porto,2018,4.32
Hotel Cristal Porto,2019,4.043478260869565
Hotel Cristal Porto,2020,4.153846153846154
Hotel Cristal Porto,2021,4.0
Hotel Cristal Porto,2022,3.9411764705882355
Hotel Cristal Porto,2023,3.9565217391304346
Hotel Cristal Porto,2024,4.129032258064516
Hotel Cristal Porto,2025,4.416666666666667
Hotel Dom Luis,2009,4.0
Hotel Dom Luis,2011,4.0
Hotel Dom Luis,2012,4.5
Hotel Dom Luis,2013,3.5
Hotel Dom Luis,2014,3.25
Hotel Dom Luis,2015,3.7142857142857144
Hotel Dom Luis,2016,3.6666666666666665
Hotel Dom Luis,2017,3.8
Hotel Dom Luis,2018,4.666666666666667
Hotel Dom Luis,2019,4.0
Hotel Dom Luis,2020,4.0
Hotel Dom Luis,2022,4.5
Hotel Dom Luis,2023,3.75
Hotel Dom Luis,2025,4.0
Hotel El Rei Dom Manuel,2006,5.0
Hotel El Rei Dom Manuel,2007,3.6666666666666665
Hotel El Rei Dom Manuel,2008,4.5
Hotel El Rei Dom Manuel,2009,4.5
Hotel El Rei Dom Manuel,2010,5.0
Hotel El Rei Dom Manuel,2011,4.5
Hotel El Rei Dom Manuel,2012,4.285714285714286
Hotel El Rei Dom Manuel,2013,4.181818181818182
Hotel El Rei Dom Manuel,2014,4.0
Hotel El Rei Dom Manuel,2015,4.055555555555555
Hotel El Rei Dom Manuel,2016,4.5
Hotel El Rei Dom Manuel,2017,4.333333333333333
Hotel El Rei Dom Manuel,2018,4.0
Hotel El Rei Dom Manuel,2019,4.285714285714286
Hotel El Rei Dom Manuel,2022,4.333333333333333
Hotel El Rei Dom Manuel,2023,4.833333333333333
Hotel El Rei Dom Manuel,2024,4.833333333333333
Hotel El Rei Dom Manuel,2025,4.0
Hotel Fátima,2004,4.0
Hotel Fátima,2007,5.0
Hotel Fátima,2009,4.0
Hotel Fátima,2010,5.0
Hotel Fátima,2011,3.6
Hotel Fátima,2012,4.2
Hotel Fátima,2013,3.875
Hotel Fátima,2014,3.4444444444444446
Hotel Fátima,2015,4.083333333333333
Hotel Fátima,2016,4.5
Hotel Fátima,2017,4.1923076923076925
Hotel Fátima,2018,3.933333333333333
Hotel Fátima,2019,4.142857142857143
Hotel Fátima,2022,4.5
Hotel Fátima,2023,3.5
Hotel Fátima,2024,3.0
Hotel Fátima,2025,4.2
Hotel Gat Rossio,2009,4.0
Hotel Gat Rossio,2010,3.933333333333333
Hotel Gat Rossio,2011,3.5238095238095237
Hotel Gat Rossio,2012,3.8823529411764706
Hotel Gat Rossio,2013,4.0
Hotel Gat Rossio,2014,3.7096774193548385
Hotel Gat Rossio,2015,4.2
Hotel Gat Rossio,2016,3.90625
Hotel Gat Rossio,2017,4.076923076923077
Hotel Gat Rossio,2018,3.9135802469135803
Hotel Gat Rossio,2019,3.8666666666666667
Hotel Gat Rossio,2020,4.666666666666667
Hotel Gat Rossio,2021,3.5714285714285716
Hotel Gat Rossio,2022,4.238095238095238
Hotel Gat Rossio,2023,4.207407407407407
Hotel Gat Rossio,2024,4.072164948453608
Hotel Gat Rossio,2025,3.769230769230769
Hotel Golf Mar,2009,3.0
Hotel Golf Mar,2010,4.333333333333333
Hotel Golf Mar,2011,3.25
Hotel Golf Mar,2012,4.0
Hotel Golf Mar,2013,2.8333333333333335
Hotel Golf Mar,2014,3.2
Hotel Golf Mar,2015,3.5
Hotel Golf Mar,2016,3.75
Hotel Golf Mar,2017,4.25
Hotel Golf Mar,2018,3.25
Hotel Golf Mar,2019,3.6666666666666665
Hotel Golf Mar,2020,4.5
Hotel Golf Mar,2021,2.0
Hotel Golf Mar,2022,4.0
Hotel Golf Mar,2023,3.0454545454545454
Hotel Golf Mar,2024,3.75
Hotel Golf Mar,2025,4.032258064516129
Hotel Imperio do Norte,2016,4.0
Hotel Imperio do Norte,2017,4.75
Hotel Imperio do Norte,2018,4.714285714285714
Hotel Imperio do Norte,2019,4.0
Hotel Imperio do Norte,2020,5.0
Hotel Imperio do Norte,2022,2.0
Hotel Imperio do Norte,2023,3.0
Hotel Imperio do Norte,2024,4.5
Hotel Imperio do Norte,2025,3.75
Hotel Jaguar,2023,4.538461538461538
Hotel Jaguar,2024,4.666666666666667
Hotel Jaguar,2025,4.571428571428571
Hotel Madeira,2003,2.0
Hotel Madeira,2004,2.0
Hotel Madeira,2006,3.75
Hotel Madeira,2007,5.0
Hotel Madeira,2008,4.0
Hotel Madeira,2009,4.0
Hotel Madeira,2010,4.2
Hotel Madeira,2011,4.25
Hotel Madeira,2012,3.65
Hotel Madeira,2013,3.5833333333333335
Hotel Madeira,2014,4.314285714285714
Hotel Madeira,2015,4.242424242424242
Hotel Madeira,2016,4.0256410256410255
Hotel Madeira,2017,3.8658536585365852
Hotel Madeira,2018,3.9482758620689653
Hotel Madeira,2019,4.255813953488372
Hotel Madeira,2020,3.727272727272727
Hotel Madeira,2021,4.0
Hotel Madeira,2022,4.368421052631579
Hotel Madeira,2023,4.0
Hotel Madeira,2024,4.25
Hotel Madeira,2025,3.761904761904762
Hotel Mare,2005,5.0
Hotel Mare,2007,4.0
Hotel Mare,2008,4.0
Hotel Mare,2009,4.0
Hotel Mare,2010,3.5
Hotel Mare,2011,3.0
Hotel Mare,2012,3.0
Hotel Mare,2013,4.0
Hotel Mare,2014,3.875
Hotel Mare,2015,4.0
Hotel Mare,2016,3.8333333333333335
Hotel Mare,2017,3.3636363636363638
Hotel Mare,2018,4.0
Hotel Mare,2019,3.7142857142857144
Hotel Mare,2020,5.0
Hotel Mare,2022,3.3333333333333335
Hotel Mare,2023,4.0
Hotel Mare,2024,4.25
Hotel Mare,2025,3.6666666666666665
Hotel Os Poetas,2016,5.0
Hotel Os Poetas,2017,4.0
Hotel Os Poetas,2018,5.0
Hotel Os Poetas,2019,5.0
Hotel Os Poetas,2022,4.0
Hotel Os Poetas,2025,5.0
Hotel Principe Lisboa,2004,4.5
Hotel Principe Lisboa,2005,4.0
Hotel Principe Lisboa,2006,4.0
Hotel Principe Lisboa,2007,3.909090909090909
Hotel Principe Lisboa,2008,4.375
Hotel Principe Lisboa,2009,3.5384615384615383
Hotel Principe Lisboa,2010,4.125
Hotel Principe Lisboa,2011,3.736842105263158
Hotel Principe Lisboa,2012,4.05
Hotel Principe Lisboa,2013,4.4655172413793105
Hotel Principe Lisboa,2014,4.06
Hotel Principe Lisboa,2015,4.254237288135593
Hotel Principe Lisboa,2016,4.212121212121212
Hotel Principe Lisboa,2017,4.3125
Hotel Principe Lisboa,2018,4.254901960784314
Hotel Principe Lisboa,2019,4.041666666666667
Hotel Principe Lisboa,2020,4.166666666666667
Hotel Principe Lisboa,2021,4.0
Hotel Principe Lisboa,2022,4.5
Hotel Principe Lisboa,2023,4.125
Hotel Principe Lisboa,2024,4.866666666666666
Hotel Principe Lisboa,2025,4.384615384615385
Hotel Rosa Mistica,2009,4.0
Hotel Rosa Mistica,2011,5.0
Hotel Rosa Mistica,2015,4.5
Hotel Rosa Mistica,2016,4.5
Hotel Rosa Mistica,2017,4.666666666666667
Hotel Rosa Mistica,2018,4.333333333333333
Hotel Rosa Mistica,2019,3.0
Hotel Rosa Mistica,2022,5.0
Hotel Rosa Mistica,2023,5.0
Hotel Rosa Mistica,2024,2.0
Hotel Rosa Mistica,2025,2.0
Hotel The Cliff Bay,2025,4.600907029478458
Hotel Travel Park Lisboa,2004,5.0
Hotel Travel Park Lisboa,2005,4.2
Hotel Travel Park Lisboa,2006,3.4166666666666665
Hotel Travel Park Lisboa,2007,4.4
Hotel Travel Park Lisboa,2008,4.0
Hotel Travel Park Lisboa,2009,3.6666666666666665
Hotel Travel Park Lisboa,2010,3.466666666666667
Hotel Travel Park Lisboa,2011,4.714285714285714
Hotel Travel Park Lisboa,2012,4.133333333333334
Hotel Travel Park Lisboa,2013,4.130434782608695
Hotel Travel Park Lisboa,2014,3.727272727272727
Hotel Travel Park Lisboa,2015,3.84375
Hotel Travel Park Lisboa,2016,4.16
Hotel Travel Park Lisboa,2017,3.875
Hotel Travel Park Lisboa,2018,3.888888888888889
Hotel Travel Park Lisboa,2019,3.75
Hotel Travel Park Lisboa,2021,3.5
Hotel Travel Park Lisboa,2022,3.8
Hotel Travel Park Lisboa,2023,3.7142857142857144
Hotel Travel Park Lisboa,2024,3.6666666666666665
Hotel Travel Park Lisboa,2025,3.9166666666666665
Hotel Virgem Maria,2023,5.0
Hotel Virgem Maria,2024,4.466666666666667
Hotel do Parque,2005,3.0
Hotel do Parque,2007,5.0
Hotel do Parque,2012,3.0
Hotel do Parque,2014,4.333333333333333
Hotel do Parque,2015,3.6666666666666665
Hotel do Parque,2016,3.8
Hotel do Parque,2017,4.25
Hotel do Parque,2018,3.5
Hotel do Parque,2019,3.7142857142857144
Hotel do Parque,2020,4.0
Hotel do Parque,2021,4.0
Hotel do Parque,2022,3.3333333333333335
Hotel do Parque,2023,4.166666666666667
Hotel do Parque,2025,4.333333333333333
Hotel dos Templarios,2005,4.5
Hotel dos Templarios,2006,4.6
Hotel dos Templarios,2007,4.5
Hotel dos Templarios,2008,4.0
Hotel dos Templarios,2009,4.333333333333333
Hotel dos Templarios,2010,3.8
Hotel dos Templarios,2011,3.923076923076923
Hotel dos Templarios,2012,4.241379310344827
Hotel dos Templarios,2013,4.285714285714286
Hotel dos Templarios,2014,4.236363636363636
Hotel dos Templarios,2015,4.228571428571429
Hotel dos Templarios,2016,4.246753246753247
Hotel dos Templarios,2017,4.327868852459017
Hotel dos Templarios,2018,4.203125
Hotel dos Templarios,2019,4.1063829787234045
Hotel dos Templarios,2020,4.461538461538462
Hotel dos Templarios,2021,4.6
Hotel dos Templarios,2022,4.294117647058823
Hotel dos Templarios,2023,4.088235294117647
Hotel dos Templarios,2024,4.321428571428571
Hotel dos Templarios,2025,4.266666666666667
Hyatt Regency Lisbon,2022,4.155172413793103
Hyatt Regency Lisbon,2023,4.0814814814814815
Hyatt Regency Lisbon,2024,4.162337662337662
Hyatt Regency Lisbon,2025,4.172727272727273
Independente Principe Real,2012,4.3
Independente Principe Real,2013,4.560975609756097
Independente Principe Real,2014,4.571428571428571
Independente Principe Real,2015,4.078431372549019
Independente Principe Real,2016,4.1
Independente Principe Real,2017,3.6666666666666665
Independente Principe Real,2018,4.130434782608695
Independente Principe Real,2019,4.555555555555555
Independente Principe Real,2020,4.2
Independente Principe Real,2021,4.25
Independente Principe Real,2022,4.2631578947368425
Independente Principe Real,2023,3.1538461538461537
Independente Principe Real,2024,3.888888888888889
Independente Principe Real,2025,3.5
Jupiter Albufeira Hotel - Family & Fun,2019,4.145228215767635
Jupiter Albufeira Hotel - Family & Fun,2020,3.7954545454545454
Jupiter Albufeira Hotel - Family & Fun,2021,4.061224489795919
Jupiter Albufeira Hotel - Family & Fun,2022,3.9560067681895092
Jupiter Albufeira Hotel - Family & Fun,2023,4.179442508710801
Jupiter Albufeira Hotel - Family & Fun,2024,4.224137931034483
Jupiter Albufeira Hotel - Family & Fun,2025,4.147058823529412
Lab Hostel Nazaré,2015,4.666666666666667
Lab Hostel Nazaré,2016,5.0
Lab Hostel Nazaré,2017,5.0
Lab Hostel Nazaré,2018,3.0
Lab Hostel Nazaré,2019,4.75
Lab Hostel Nazaré,2020,4.0
Legendary Lisboa Suites,2003,1.0
Legendary Lisboa Suites,2005,4.0
Legendary Lisboa Suites,2006,4.166666666666667
Legendary Lisboa Suites,2007,4.066666666666666
Legendary Lisboa Suites,2008,4.142857142857143
Legendary Lisboa Suites,2009,3.875
Legendary Lisboa Suites,2010,3.8
Legendary Lisboa Suites,2011,4.0
Legendary Lisboa Suites,2012,3.875
Legendary Lisboa Suites,2013,4.108108108108108
Legendary Lisboa Suites,2014,4.181818181818182
Legendary Lisboa Suites,2015,4.027027027027027
Legendary Lisboa Suites,2016,4.27027027027027
Legendary Lisboa Suites,2017,3.8857142857142857
Legendary Lisboa Suites,2018,3.5384615384615383
Legendary Lisboa Suites,2019,4.0
Legendary Lisboa Suites,2020,5.0
Legendary Lisboa Suites,2021,2.0
Legendary Lisboa Suites,2022,3.625
Legendary Lisboa Suites,2023,4.3
Legendary Lisboa Suites,2024,4.076923076923077
Legendary Lisboa Suites,2025,4.1
Legends' House by Sweet Porto,2021,5.0
Legends' House by Sweet Porto,2022,5.0
Legends' House by Sweet Porto,2023,4.684210526315789
Legends' House by Sweet Porto,2024,4.266666666666667
Legends' House by Sweet Porto,2025,4.454545454545454
Lindo Vale Guest House,2015,5.0
Lindo Vale Guest House,2016,4.5
Lindo Vale Guest House,2017,4.333333333333333
Lindo Vale Guest House,2018,4.2
Lindo Vale Guest House,2019,5.0
Lindo Vale Guest House,2023,5.0
Lisbon Destination Hostel,2011,4.7272727272727275
Lisbon Destination Hostel,2012,4.388888888888889
Lisbon Destination Hostel,2013,4.595744680851064
Lisbon Destination Hostel,2014,4.747126436781609
Lisbon Destination Hostel,2015,4.58125
Lisbon Destination Hostel,2016,4.633802816901408
Lisbon Destination Hostel,2017,4.612903225806452
Lisbon Destination Hostel,2018,4.357142857142857
Lisbon Destination Hostel,2019,4.5
Lisbon Destination Hostel,2020,4.754098360655738
Lisbon Destination Hostel,2021,3.2
Lisbon Destination Hostel,2022,4.75
Lisbon Destination Hostel,2023,4.780487804878049
Lisbon Destination Hostel,2024,4.617647058823529
Lisbon Destination Hostel,2025,4.783783783783784
Lisbon Downtown Inn,2016,5.0
Lisbon Downtown Inn,2017,4.25
Lisbon Downtown Inn,2018,4.4
Lisbon Downtown Inn,2019,3.25
Lisbon Downtown Inn,2021,2.0
Lisbon Downtown Inn,2022,4.0
Lisbon Downtown Inn,2023,4.333333333333333
Lisbon Downtown Inn,2024,4.333333333333333
Lisbon Downtown Inn,2025,2.5
Lisbon Happy Hostel,2011,4.0
Lisbon Happy Hostel,2012,3.8
Lisbon Happy Hostel,2013,2.0
Lisbon Happy Hostel,2014,4.5
Lisbon Happy Hostel,2015,4.0
Lisbon Happy Hostel,2016,3.75
Lisbon Happy Hostel,2017,3.25
Lisbon Happy Hostel,2018,4.666666666666667
Lisbon Happy Hostel,2019,3.0
Lisbon Marriott Hotel,2003,4.5
Lisbon Marriott Hotel,2004,3.0
Lisbon Marriott Hotel,2005,3.4444444444444446
Lisbon Marriott Hotel,2006,3.7777777777777777
Lisbon Marriott Hotel,2007,4.230769230769231
Lisbon Marriott Hotel,2008,3.6818181818181817
Lisbon Marriott Hotel,2009,3.7666666666666666
Lisbon Marriott Hotel,2010,3.533333333333333
Lisbon Marriott Hotel,2011,3.739130434782609
Lisbon Marriott Hotel,2012,3.5681818181818183
Lisbon Marriott Hotel,2013,3.5238095238095237
Lisbon Marriott Hotel,2014,3.551282051282051
Lisbon Marriott Hotel,2015,3.7350993377483444
Lisbon Marriott Hotel,2016,3.7412935323383083
Lisbon Marriott Hotel,2017,3.672316384180791
Lisbon Marriott Hotel,2018,3.65359477124183
Lisbon Marriott Hotel,2019,3.7552447552447554
Lisbon Marriott Hotel,2020,4.166666666666667
Lisbon Marriott Hotel,2021,3.272727272727273
Lisbon Marriott Hotel,2022,3.2222222222222223
Lisbon Marriott Hotel,2023,3.392156862745098
Lisbon Marriott Hotel,2024,3.86
Lisbon Marriott Hotel,2025,3.5365853658536586
Lisbon Style,2015,4.333333333333333
Lisbon Style,2016,4.357142857142857
Lisbon Style,2017,4.7272727272727275
Lisbon Style,2018,4.285714285714286
Lisbon Style,2019,4.142857142857143
Lisbon Style,2022,4.5
Lisbon Style,2024,5.0
Lisbon Style,2025,1.0
Living Santa Cruz,2017,5.0
Living Santa Cruz,2018,4.285714285714286
Living Santa Cruz,2019,4.0
Longroiva Hotel Rural,2016,3.25
Longroiva Hotel Rural,2017,4.0
Longroiva Hotel Rural,2018,4.0
Longroiva Hotel Rural,2019,3.0
Longroiva Hotel Rural,2020,3.0
Longroiva Hotel Rural,2022,3.5
Longroiva Hotel Rural,2023,3.6
Longroiva Hotel Rural,2024,4.083333333333333
Longroiva Hotel Rural,2025,3.25
Lua De Caldelas,2024,5.0
Lua De Caldelas,2025,5.0
Luna Clube Oceano,2006,3.0
Luna Clube Oceano,2007,4.0
Luna Clube Oceano,2008,3.4
Luna Clube Oceano,2009,3.5
Luna Clube Oceano,2010,4.461538461538462
Luna Clube Oceano,2011,3.888888888888889
Luna Clube Oceano,2012,4.12
Luna Clube Oceano,2013,3.731707317073171
Luna Clube Oceano,2014,3.8378378378378377
Luna Clube Oceano,2015,4.271604938271605
Luna Clube Oceano,2016,4.088495575221239
Luna Clube Oceano,2017,3.656716417910448
Luna Clube Oceano,2018,4.071428571428571
Luna Clube Oceano,2019,3.8297872340425534
Luna Clube Oceano,2020,2.0
Luna Clube Oceano,2022,3.4285714285714284
Luna Clube Oceano,2023,2.857142857142857
Luna Clube Oceano,2024,2.5714285714285716
Luna Clube Oceano,2025,2.625
Luna Hotel Da Oura,2011,2.0
Luna Hotel Da Oura,2012,3.0
Luna Hotel Da Oura,2014,3.3333333333333335
Luna Hotel Da Oura,2015,4.5
Luna Hotel Da Oura,2016,3.9056603773584904
Luna Hotel Da Oura,2017,3.6794871794871793
Luna Hotel Da Oura,2018,3.6065573770491803
Luna Hotel Da Oura,2019,3.9130434782608696
Luna Hotel Da Oura,2020,2.923076923076923
Luna Hotel Da Oura,2021,2.5
Luna Hotel Da Oura,2022,2.4166666666666665
Luna Hotel Da Oura,2023,2.6785714285714284
Luna Hotel Da Oura,2024,2.875
Luna Hotel Da Oura,2025,2.142857142857143
Luna Parque B&B,2015,5.0
Luna Parque B&B,2016,5.0
Luna Parque B&B,2017,4.5
M Maison Particuliere Porto,2016,4.538461538461538
M Maison Particuliere Porto,2017,4.1
M Maison Particuliere Porto,2018,4.7
M Maison Particuliere Porto,2019,4.916666666666667
M Maison Particuliere Porto,2020,4.75
M Maison Particuliere Porto,2021,3.6666666666666665
M Maison Particuliere Porto,2022,4.6
M Maison Particuliere Porto,2023,5.0
M Maison Particuliere Porto,2024,4.764705882352941
M Maison Particuliere Porto,2025,4.8
Macarico Beach Hotel,2014,4.25
Macarico Beach Hotel,2015,4.8
Macarico Beach Hotel,2016,3.857142857142857
Macarico Beach Hotel,2017,4.0
Macarico Beach Hotel,2018,3.2857142857142856
Macarico Beach Hotel,2019,3.7142857142857144
Macarico Beach Hotel,2020,4.0
Macarico Beach Hotel,2021,5.0
Macarico Beach Hotel,2022,5.0
Macarico Beach Hotel,2023,4.166666666666667
