name,location,Latitude,Longitude,OpenCage Note
Nomad Planet,"Rua Do Forno NÂ° 20, Fiaes do Rio 5470-151 Portugal",41.6962,-7.791,ok
Wine & Books Hotels | Porto,"Rua de JosÃ© FalcÃ£o 39-41, Porto 4050-526 Portugal",41.15,-8.6167,ok
Burgus Tribute & Design Hotel,"Rua Dom Afonso Henriques, n.Âº 20 a 28, Braga 4700-030 Portugal",41.55032,-8.42005,ok
Hotel do Carmo,"Travessa Rego 10, Funchal, Madeira 9050-018 Portugal",32.6508873,-16.9044931,ok
Cathedral Design Apartments,"Rua Sao Sebastiao 31, Porto 4050-568 Portugal",41.1830075,-8.4419713,ok
Casas do Teatro,"Rua Porta do Sol 20, Porto 4000-392 Portugal",41.1438637,-8.6083497,ok
Taah Billa - Guest House,"Rua Jose Pires Padinha, No 44, Tavira 8800-354 Portugal",37.1917,-7.8089,ok
Casa da Urra,"Rua do Bairro 1Âº de Maio Herdade do Carvalhal, Urra Portugal",,,ok
Mountain Whisper,"R. Budas Largo do LeÃ£o, Gondramaz, Miranda do Corvo 3220-533 Portugal",40.06233,-8.27361,ok
Vila Branca by Ãgua Hotels,"Rua Santa Casa da Misericordia, Lagos 8600-315 Portugal",37.1286,-8.6595,ok
Quinta do Rio Noemi,"Quinta do NoÃ©me de Cima, Guarda 6300-776 Portugal",40.554,-7.219,ok
Hotels 705 Porto Prime Home,"R. de Faria GuimarÃ£es 515, Porto 4000-207 Portugal",41.15,-8.6167,ok
Alfagar Aparthotel,"Estrada de Santa EulÃ¡lia, Albufeira 8200-912 Portugal",37.08819,-8.2503,ok
Studios By Aqua Natura Hotels,"Rua Do Lugar, 1, Porto Moniz, Madeira 9270-156 Portugal",32.8668442,-17.1696857,ok
Santa Maria Hostel,"Rua Santa Maria 145, Funchal, Madeira 9060-291 Portugal",32.6479449,-16.9011409,ok
Residence Lagos,"Rua dos Peixeiros 4, Lagos 8600-728 Portugal",37.1033768,-8.6747008,ok
Casa Mae,"Rua do Jogo da Bola 41, Lagos 8600-712 Portugal",37.1024249,-8.6753925,ok
Hotel Solar de Alqueva,"Rua de Sao Marcos do Campo 22-A, Reguengos de Monsaraz 7200-377 Portugal",38.4242168,-7.5382011,ok
Casa do Terreiro do Poco,"Largo Combatentes da Grande Guerra 12, Borba 7150-152 Portugal",38.8048078,-7.4588995,ok
Assumar Country House,"Rua De CabeÃ§o De Vide 17, Assumar 7450-023 Portugal",39.1333,-7.3833,ok
Hotel Moon & Sun Porto,"70 Sa de Noronha Street Union of Parishes of the Center, Porto 4050-190 Portugal",41.14961,-8.61099,ok
Pestana Alvor South Beach Premium Suite Hotel,"Praceta do Barinel 1, Alvor, Portimao 8500-088 Portugal",37.1231915,-8.5903321,ok
Atlantic Home Azores,"Avenida Infante D. Henrique Centro Comercial Solmar - Torre nascente 20.Âº Direito, Ponta Delgada, SÃ£o Miguel 9500-150 Portugal",,,ok
Quinta Almargem Lusitano - Farm House,"Sitio do Almargem, Tavira 8800-053 Portugal",37.1667,-7.8833,ok
Quinta EcolÃ³gica Da Peneda,"Outeiro Cx 99, Oliveira 4970-225 Portugal",42.1,-8.2667,ok
Wild View Retreat,"Rua Da Cortica Corgas Bravas, Sao Bras de Alportel 8150-014 Portugal",37.21271,-7.92538,ok
Avis Guest House,"Rua Avis 154 Valverde, Evora 7000-574 Portugal",38.7,-7.7833,ok
Montebelo Lisbon Downtown Apartments,"Rua da Prata 156, Lisbon 1100-421 Portugal",38.7113276,-9.1369897,ok
Almaria - Da Corte Apartments,"Rua do Ferragial 11, Lisbon 1200-182 Portugal",38.707577,-9.1423086,ok
Monica Isabel Beach Club,"Forte De S. Joao, Apartado 2331, Albufeira 8200-325 Portugal",37.0861546,-8.2373153,ok
Le Consulat,"PraÃ§a LuÃ­s de CamÃµes 22, Lisbon 1249-190 Portugal",38.7167,-9.1333,ok
Lisbon City Apartments & Suites,"Avenida Almirante Reis 43, Lisbon 1150-010 Portugal",38.7242147,-9.1350962,ok
Ansiturismo & Spa,"Rua Jeronimo Soares Barbosa 34, Anciao 3240-125 Portugal",39.9095749,-8.4353422,ok
Grapes and Bites Hostel,"Rua do Norte 83 10 Andar Bairro Alto, Lisbon 1200-284 Portugal",38.7167,-9.1333,ok
Quinta da Saudade,"Caminho do Cansado, Ponte de Sor 7400-605 Portugal",39.17475,-8.0706,ok
Azores Surf Center Surf House,"Rua da Praia 2, Ribeira Grande, SÃ£o Miguel 9600-270 Portugal",39.6945,-8.13057,ok
Hotel Rural Casa dos Viscondes da Varzea,"Varzea de Abrunhais, Lamego 5100-878 Portugal",41.0806431,-7.7676783,ok
Monte dos Vicentes,"Monte dos Vicentes, Terena 7250-065 Portugal",38.7,-7.4,ok
3HB Falesia Garden,"Urb. Quinta do Milharo, Olhos de Agua, Albufeira 8200-591 Portugal",37.0929,-8.1844,ok
Turista da Trindade,"Rua de Camoes 298, Porto 4000-139 Portugal",41.1526977,-8.6100284,ok
Quinta das Andorinhas,"Quinta das Andorinhas, EN, Carvoeiro 6120-313 Portugal",37.1093942,-8.4612266,ok
Hotel Solar Dos Mascarenhas,"Rua Florbela Espanca 125, Vila Vicosa 7160-283 Portugal",38.7809865,-7.4196412,ok
Charming Blue,"Rua Teofilo Braga 31, Vila do Porto, Santa Maria 9580-535 Portugal",41.04342,-8.26822,ok
Quinta Alves de Matos,"Conqueiros N625, Souto da Carpalhosa 2425-825 Portugal",39.8348125,-8.8155645,ok
Rinoterra Minho,"Rua da Costa N. 15 Seixas, Caminha 4910-339 Portugal",41.8809933,-8.820081,ok
Delfim Douro Hotel,"Quinta do Loureiro, Lamego 5100-758 Portugal",41.15,-7.8333,ok
Rosalma Hostel Porto,"Rua de Santa Catarina 501, Porto 4000-452 Portugal",41.1506183,-8.6056566,ok
Belver Porto Dona Maria Resort,"Aldeamento Porto Dona Maria, Luz 8600-123 Portugal",37.1,-8.7667,ok
Baia da Barca,"Rua Do Carmo Lugar Da Barca, Madalena, Pico 9950-303 Portugal",38.46864,-28.39923,ok
Quinta da Praia das Fontes,"Largo Marques de Soidos, Alcochete 2890-032 Portugal",38.75,-8.9667,ok
Lisbon Poets Hostel,"Rua Heliodoro Salgado, Nr 4, Lisbon 1170-176 Portugal",38.7243412,-9.1313135,ok
MH Peniche,"Avenida Monsenhor Manuel Bastos, Peniche 2520-206 Portugal",39.3667,-9.35,ok
America Diamonds Hotel,"Rua Tomas Ribeiro 47, Lisbon 1050-226 Portugal",38.7307668,-9.1470302,ok
Azoris Royal Garden,"Rua De Lisboa, Ponta Delgada, SÃ£o Miguel 9500-216 Portugal",37.7391248,-25.6749148,ok
ClipHotel,"Avenida da Republica 1559, Vila Nova de Gaia 4430-205 Portugal",41.1247925,-8.6056141,ok
Luster Hotel,"Avenida Casal Ribeiro, 48, Lisbon 1000-091 Portugal",38.7332624,-9.1435735,ok
Lisbon RiverView Hostel,"Rua da Conceicao, no107, 4o, Lisbon 1100-153 Portugal",38.7167,-9.1333,ok
PortoBay Flores,"Rua das Flores 27, Porto 4050-416 Portugal",41.1438976,-8.6143997,ok
Sunset Destination Hostel,"Cais do Sodre Train Station 1st Floor, Lisbon 1200-161 Portugal",38.7167,-9.1333,ok
YOTEL Porto,"Rua GonÃ§alo CristÃ³vÃ£o 206, Porto 4000-265 Portugal",41.15,-8.6167,ok
Vila Baleira Porto Santo,"SÃ­tio do CabeÃ§o da Ponta, Cabeco da Ponta, Porto Santo Island 9400-909 Portugal",33.06018,-16.3341,ok
Zen Museu do Bonsai,"Estrada Chao de Meninos 12, Sintra 2710-193 Portugal",38.7958246,-9.3769771,ok
12 Short Term,"Rua Duque Loule 85 SÃ©, Porto 4000-325 Portugal",41.15,-8.6167,ok
Lisbon City Inn Hotel,"Rua Ãlvaro Coutinho, 26, Lisbon 1150-025 Portugal",38.7248996,-9.1356032,ok
Hotel Versatile,"Avenida Monsenhor Mendes do Carmo, Guarda 6300-586 Portugal",40.5414094,-7.2689663,ok
Oca Oriental Porto Hotel,"R. do Padre AntÃ³nio Vieira 83, Porto 4300-031 Portugal",41.15,-8.6167,ok
Conversas De Alpendre,"Estrada de Santa Rita n. 36 Vila Nova de Cacela, Vila Real de Santo Antonio 8900-059 Portugal",37.17447,-7.53473,ok
Boutique Hotel Solar Dos Anjos,"PoÃ§a das Adegas, 147, Vieira do Minho 4850-032 Portugal",41.6,-8.0833,ok
Hotel Porto River Infante,"Rua Infante Dom Henrique 36, Porto 4050-296 Portugal",41.167631,-8.5470595,ok
House of Wonders Bed & Breakfast,"Avenida da Argentina 29, Cascais 2750-296 Portugal",38.7046263,-9.4133741,ok
The Passenger Hostel,"Praca Almeida Garrett Estacao de Sao Bento, UniÃ£o de Freguesias do Centro, Porto 4000-069 Portugal",,,ok
Quinta das Lavandas,"Sitio de Vale Dornas, Castelo de Vide Portugal",39.41624,-7.4568,ok
Antillia Hotel,"Rua do NegrÃ£o, 31, Ponta Delgada, SÃ£o Miguel 9500-334 Portugal",39.6945,-8.13057,ok
Almada 234,"Rua Do Almada 234, 4050-007 Portugal",41.151199,-8.6120712,ok
Miragaia House,"Rua de Miragaia 118, Porto 4050-387 Portugal",41.142653,-8.6201339,ok
