name,location,Latitude,Longitude,OpenCage Note
1e Carvoeiro,"Rua dos Pescadores 13, Carvoeiro 8400-512 Portugal",37.0978608,-8.4710157,ok
1908 Lisboa Hotel,"Largo do Intendente Pina Manique 6, Lisbon 1100-285 Portugal",38.7208151,-9.1347644,ok
Valverde Lisboa Hotel & Garden - Relais & ChÃ¢teaux,"Avenida da Liberdade, 164, Lisbon 1250-146 Portugal",38.7203545,-9.1457173,ok
Casa Pinto,"Praca Dom Nuno Alvares Pereira 10, Monsaraz 7200-175 Portugal",38.4667,-7.4,ok
Vila GalÃ© Albacora,"Estr. Das 4 Ãguas, Tavira 8801-901 Portugal",37.1214882,-7.6366379,ok
Dom Carlos Liberty,"Rua Alexandre Herculano 13, Lisbon 1150-005 Portugal",38.7235762,-9.1474113,ok
Eurostars Santa Luzia,"Rua Francisco Agra, 100, Guimaraes 4800-157 Portugal",41.44625,-8.2966143,ok
Lisbon Marriott Hotel,"Avenida dos Combatentes 45, Lisbon 1600-042 Portugal",38.7471197,-9.1644267,ok
Quinta Paraiso da Mia,"Rua Jose da Conceicao Conde Parque da Praia, Luz 8600-169 Portugal",37.09216,-7.70433,ok
Rochavau Hotel,"Avenida SÃ£o LourenÃ§o da Barrosa, Portimao 8500 Portugal",37.13856,-8.53775,ok
Casa Da Piedade,"Estr. JoÃ£o Abel de Freitas 77, Sao Vicente, Madeira 9240-031 Portugal",32.79673,-17.04323,ok
Ermida Geres Camping,"Rua Rabo de Cabra 21, Geres 4845-072 Portugal",41.5792,-8.2542,ok
Vila Camacho Guest House,"Beco Da Amoreira 26, Sao Martinho, Funchal, Madeira 9000-086 Portugal",32.6441775,-16.9295945,ok
Hotel Os Poetas,"Rua Doutor Alberto Cruz No. 9, Ponte da Barca 4980-629 Portugal",41.8087198,-8.4193596,ok
Villa Margaridi,"Avianda Rio de Janeiro 440, Guimaraes 4810-009 Portugal",41.5833,-8.2667,ok
Hotel FÃ¡tima,"Rua JoÃ£o Paulo II, No. 241, Fatima 2495-451 Portugal",39.5887,-8.6527,ok
Harbour Inn Design Townhouse,"Rua do Godinho 15, Matosinhos 4450-148 Portugal",41.1809128,-8.6940092,ok
Onyria Quinta da Marinha Hotel,"Rua das Palmeiras, n.Âº 247, Cascais 2750-005 Portugal",39.05,-9.4,ok
Casa Pinha,"Rua Parque Florestal 123 Serra da Boa Viagem, Figueira da Foz 3080-357 Portugal",40.19025,-8.86315,ok
Park Hotel Porto Gaia,"Rua da BÃ©lgica, 3172, Vila Nova de Gaia 4400-049 Portugal",41.2075,-8.583,ok
"The View â€“ Santo Antonio Villas, Golf & Spa","Rua 28 de Janeiro, Praia da Salema, Salema 8650-190 Portugal",37.0667,-8.7667,ok
Riversuites,"Avenida Joao das Regras 82, Coimbra 3040-256 Portugal",40.203806,-8.4334379,ok
Casa de Santa Cruz,"Rua Cimo do Lugar 1, Felgar 5160-072 Portugal",41.20961,-6.95817,ok
Quinta de Anterronde-Agroturismo,"Quinta de Anterronde Santa EulÃ¡lia, Arouca 4540-179 Portugal",40.9333,-8.25,ok
Eurostars Porto Douro,"Avenida Gustavo Eiffel 22, Porto 4000-279 Portugal",41.1419428,-8.6050052,ok
Lua De Caldelas,"Rua Padre JoÃ£o Martins De Freitas 117, Caldelas 4720-689 Portugal",41.48813,-8.34265,ok
Hotel Rosa Mistica,"Rua Francisco Marto nÂº 69, Fatima 2495-448 Portugal",39.5887,-8.6527,ok
Spot Apartments Trindade,"Rua de Camoes 33 Uniao de Freguesias DO Centro, Porto 4000-144 Portugal",41.14961,-8.61099,ok
Monte do Zeca,"Casa Nova dos Pinheiros Cavaleiro, Zambujeira do Mar, Odemira 7630-743 Portugal",37.6917,-8.2167,ok
Conii Hostel & Suites,"Rua Gago Coutinho 25, Quarteira 8125-217 Portugal",37.0700788,-8.1067682,ok
Quinta Lamosa Ecotourism,"Lugar da Zebra, Arcos de Valdevez 4970-182 Portugal",41.985,-8.4083,ok
Ocean Gardens,"Estrada Conde Carvalhal 321, Funchal, Madeira 9060-054 Portugal",32.646621,-16.8725395,ok
Cidnay Santo Tirso - Charming Hotel & Executive Center,"Rua Dr Joao Goncalves, Santo Tirso 4784-909 Portugal",41.3405295,-8.4724255,ok
HF Fenix Lisboa,"Praca Marques de Pombal 8, Lisbon 1269-133 Portugal",38.7248506,-9.1512442,ok
Hotel The Cliff Bay,"Estrada Monumental 147, Funchal, Madeira 9004-532 Portugal",32.638466,-16.9261004,ok
Hotel Principe Lisboa,"Av. Duque de Avila, 201, Lisbon 1050-082 Portugal",38.7348525,-9.1510319,ok
Dom Nuno - Turismo de HabitaÃ§Ã£o,"Rua Jose Fernandes Caeiro n. 6, Monsaraz 7200-175 Portugal",38.4667,-7.4,ok
PortoSense,"Rua dos Mercadores 3, Porto 4050-375 Portugal",41.1421073,-8.6134391,ok
Quinta Dos Oliveiras,"Sitio do Passarinho, -428, Lagoa 8401-908 Portugal",37.13535,-8.45319,ok
Casas Campo Cimo da Quinta,"Cafariz- Pena branca, Miranda do Douro 5210-172 Portugal",41.5333,-6.2333,ok
Casa Holstein,"R. SÃ£o SebastiÃ£o 3, Sintra 2710-592 Portugal",39.0373,-9.1983,ok
Casa Das Muralhas,"5 Pedro Alvares Cabral Street, Covilha 6200-162 Portugal",40.15,-7.6667,ok
Living Santa Cruz,"Rua Martins de Carvalho 30, Coimbra 3000-274 Portugal",40.2107236,-8.4284869,ok
Casa Do Rio Wine Hotel,"Estrada Nacional 222, Castelo Melhor 5150-146 Portugal",41.02722,-7.06605,ok
Villa Eira,"Rua Eira da Pedra, Lote 7, Vila Nova de Milfontes 7645-258 Portugal",37.724549,-8.7873793,ok
Quinta de SÃ£o TomÃ©,"Estrada da Igrejinha Em527-1, Evora 7005-847 Portugal",38.7,-7.7833,ok
Hotel Virgem Maria,"Avenida Dom JosÃ© Alves Correia da Silva nÂº 40 FÃ¡tima, Fatima 2495-402 Portugal",39.62071,-8.65237,ok
ibis Styles Lisboa Centro Liberdade NE,"Avenida Duque de Loule 73, Lisbon 1050-088 Portugal",38.7270702,-9.1461804,ok
Myriad By Sana,"Cais das Naus, Lote 2.21.01 Parque das NaÃ§Ãµes, Lisbon 1990-173 Portugal",38.71667,-9.13333,ok
Apartamentos Bellevue Nr. 1,"Rua das Flores No 1, Carvoeiro 8400-510 Portugal",37.1,-8.4667,ok
Cinco Bed & Breakfast,"Largo da Caracota 5, Sintra 2710-547 Portugal",38.7966382,-9.3929315,ok
"SDivine Fatima Hotel, Congress & Spirituality","Rotunda dos Peregrinos 101, Fatima 2495-412 Portugal",39.6346668,-8.6835063,ok
Villa Esmeralda,"Estrada de Porto de Mos Porto de MÃ³s, Lagos 8600-513 Portugal",37.10202,-8.67422,ok
Residencia Quinta do Poco,"En268 Residencia Quinta do Poco, Sagres 8650-375 Portugal",37.0825,-8.8019,ok
Pousada Viseu,"Rua do Hospital, Viseu 3500-161 Portugal",40.6540884,-7.912842,ok
Lab Hostel NazarÃ©,"Rua Rio Maior No. 14, Nazare 2450-261 Portugal",39.601586,-9.0723965,ok
Hospedaria Muralhas do Mino,"Rua D.Pedro V - 45 Largo do Rosal, Moncao 4950-508 Portugal",42.0783929,-8.4834777,ok
name,location,41.1486734,-8.5979687,ok
Casa da Tita,"Nave do Barao Salir, Loule 8100-188 Portugal",37.222023,-8.0706412,ok
Herdade da Urgueira,Perais 6030-153 Portugal,39.7,-7.7,ok
Montargil Monte Novo,"Estrada Nacional 2, Montargil 7425-147 Portugal",39.07771,-8.17044,ok
Altis BelÃ©m Hotel & Spa,"Doca do Bom Sucesso, Lisbon 1400-038 Portugal",38.693123,-9.2119526,ok
Hotel Mare,"Rua Mouzinho de Albuquerque 10 Apartado 11, Nazare 2450-255 Portugal",39.6016584,-9.072589,ok
Quinta PecÃªga,Peso Da Regua 5050-091 Portugal,41.1562991,-7.7782712,ok
Hotel Jaguar,"Rua da ConstituiÃ§Ã£o 211, Porto 4200-024 Portugal",41.15,-8.6167,ok
Yes! Lisbon Hostel,"Rua de Sao Juliao 148, Lisbon 1100-527 Portugal",38.7091675,-9.1377091,ok
Casa Hospedes Celeste,"Rua Nova 10, Odeceixe 8670 Portugal",37.4316547,-8.7703394,ok
Muthu Clube Praia Da Oura,"Rua Oliveira Martins Praia da Oura, Albufeira 8200-619 Portugal",37.0833,-8.25,ok
Grande Real Santa EulÃ¡lia Resort & Hotel Spa,"Aldeamento Grande Real Santa EulÃ¡lia Praia de Santa EulÃ¡lia, Albufeira 8200-269 Portugal",37.08819,-8.2503,ok
Quinta de Barbedo,"Rua de Barbedo 435 CaniÃ§ada, Vieira do Minho 4850-045 Portugal",41.6667,-8.0167,ok
Carmo's Boutique Hotel,"Rua Santiago da Gemieira 10, Gemieira, Ponte de Lima 4990-645 Portugal",41.77616,-8.5283,ok
Dolce by Wyndham CampoReal Lisboa,"Rua do Campo, Turcifal, Torres Vedras 2565-770 Portugal",39.0356147,-9.2417322,ok
Corpo Santo Lisbon Historical Hotel,"Largo do Corpo Santo, 25, Lisbon 1200-129 Portugal",38.7073824,-9.1413406,ok
Immerso Hotel,"R. Bica Da figueira, Santo Isidoro, Mafra 2640-065 Portugal",39.0091788,-9.4067041,ok
Mirachoro Carvoeiro Hotel,"Estr. do Farol, Carvoeiro 8400-505 Portugal",37.0950275,-8.4622706,ok
Cooking and Nature - Emotional Hotel,"Asseguia das Lajes 181, Alvados 2480-032 Portugal",39.5483933,-8.7733943,ok
Vila GalÃ© Collection Praia,"Praia da Gale, 33 Apt. 2204, Albufeira 8201-917 Portugal",37.08819,-8.2503,ok
