name,location,amenities,rating,price,images,gps_link,image1,image2,image3,image4,image5,Unnamed: 12,24-hour_check-in,24-hour_front_desk,24-hour_security,additional_bathroom,adult_pool,adults_only,aerobics,aerobics_offsite,air_conditioning,air_purifier,airport_transportation,allergy-free_room,atm_on_site,babysitting,badminton,baggage_storage,banquet_room,bar___lounge,bath___shower,bathrobes,bbq_facilities,beach,bicycle_rental,bicycle_tours,bicycles_available,bidet,billiards,blackout_curtains,board_games___puzzles,boating,body_wrap,books,bottled_water,bowling,bowling_offsite,breakfast_available,breakfast_buffet,breakfast_in_the_room,bridal_suite,business_center_with_internet_access,butler_service,cable___satellite_tv,canoeing,canoeing_offsite,car_hire,casino_and_gambling,chapel___shrine,children_activities_kid___family_friendly,childrens_playground,childrens_television_networks,city_view,clothes_dryer,clothes_rack,coffee___tea_maker,coffee_shop,complimentary_instant_coffee,complimentary_tea,complimentary_toiletries,complimentary_welcome_drink,concierge,conference_facilities,convenience_store,couples_massage,currency_exchange,darts,desk,dining_area,dishwasher,diving,doorperson,dry_cleaning,dvds,electric_kettle,electric_vehicle_charging_station,entertainment_staff,evening_entertainment,executive_lounge_access,express_check-in___check-out,extra_long_beds,facial_treatments,family_rooms,fence_around_pool,fireplace,first_aid_kit,fishing,fitness___spa_locker_rooms,fitness_center_with_gym___workout_room,fitness_classes,flatscreen_tv,foot_bath,foot_massage,free_breakfast,free_high_speed_internet_wifi,free_internet,free_parking,free_private_parking_nearby,free_public_parking_nearby,free_shuttle_or_taxi_services,full_body_massage,game_room,gift_shop,golf_course,hair_dryer,hammam,hand_massage,happy_hour,head_massage,heated_pool,highchairs_available,hiking,horseback_riding,hot_spring_bath,hot_tub,housekeeping,indoor_play_area_for_children,indoor_pool,infinity_pool,infirmary,interconnected_rooms_available,internet,ipod_docking_station,iron,ironing_service,karaoke,kid-friendly_buffet,kids_club,kids_meals,kids_outdoor_play_equipment,kids_pool,kids_stay_free,kitchenette,kitchenware,landmark_view,laptop_safe,laundry_service,lazy_river,light_therapy,makeup_services,manicure,massage,massage_chair,meeting_rooms,microwave,mini_golf,minibar,mosquito_net,mountain_view,music_for_children,neck_massage,newspaper,nightclub___dj,non-smoking_hotel,non-smoking_rooms,ocean_view,on-demand_movies,open-air_bath,outdoor_dining_area,outdoor_fireplace,outdoor_furniture,outdoor_pool,oven,paid_internet,paid_private_parking_nearby,paid_private_parking_on-site,paid_public_parking_nearby,paid_public_parking_on-site,paid_wifi,parking,parking_garage,patio,pedicure,personal_trainer,pets_allowed__dog___pet_friendly_,photo_copier___fax_in_business_center,picnic_area,pool,pool___beach_towels,pool_view,pool_with_view,poolside_bar,private_balcony,private_bathrooms,private_beach,private_check-in___check-out,private_pool,public_wifi,radio,raquetball_offsite,refrigerator,restaurant,rooftop_bar,rooftop_pool,rooftop_terrace,room_service,safe,salon,saltwater_pool,sauna,seating_area,secured_parking,self-serve_laundry,separate_dining_area,separate_living_room,shallow_end_in_pool,shared_bathroom,shared_kitchen,shared_lounge___tv_area,shoeshine,shops,shuttle_bus_service,ski_in___ski_out,skiing,smoking_rooms_available,snack_bar,snorkeling,sofa,sofa_bed,solarium,soundproof_rooms,spa,special_diet_menus,squash,squash_offsite,steam_room,stovetop,street_parking,strollers,suites,sun_deck,sun_loungers___beach_chairs,sun_terrace,sun_umbrellas,swimming_pool_toys,swimup_bar,table_tennis,taxi_service,telephone,tennis_court,tennis_court_offsite,tile___marble_floor,umbrella,valet_parking,vending_machine,video_game_console,vip_room_facilities,wake-up_service___alarm_clock,walk-in_shower,walking_tours,wardrobe___closet,washing_machine,water_park,water_park_offsite,water_sport_equipment_rentals,waterslide,waxing_services,whirlpool_bathtub,wifi,windsurfing,wine___champagne,yoga_classes,yoga_room,Latitude,Longitude,OpenCage Note
Hotel Os Poetas,"Rua Doutor Alberto Cruz No. 9, Ponte da Barca 4980-629 Portugal","Free parking, Free High Speed Internet (WiFi), Internet, Bar / lounge, Children Activities (Kid / Family Friendly), Non-smoking hotel, Outdoor furniture, Shared lounge / TV area, Air conditioning, Telephone, Wake-up service / alarm clock, Bath / shower, Complimentary toiletries, Non-smoking rooms",4.5,72.0,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/6c/d4/9f/pequeno-almoco-com-vista.jpg?w=500&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/4e/a3/2e/hotel-os-poetas.jpg?w=500&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/87/27/4c/escapadinha.jpg?w=500&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/9c/0c/73/p-20170618-094348-largejpg.jpg?w=500&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/79/f8/aa/img-20180330-092536-largejpg.jpg?w=500&h=-1&s=1","https://www.google.com/maps/search/?api=1&query=Rua+Doutor+Alberto+Cruz+No.+9,+Ponte+da+Barca+4980-629+Portugal",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/6c/d4/9f/pequeno-almoco-com-vista.jpg?w=500&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/4e/a3/2e/hotel-os-poetas.jpg?w=500&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/87/27/4c/escapadinha.jpg?w=500&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/9c/0c/73/p-20170618-094348-largejpg.jpg?w=500&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/79/f8/aa/img-20180330-092536-largejpg.jpg?w=500&h=-1&s=1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.8087198,-8.4193596,ok
Villa Margaridi,"Avianda Rio de Janeiro 440, Guimaraes 4810-009 Portugal","Free parking, Free High Speed Internet (WiFi), Pool, Housekeeping, Non-smoking rooms",5.0,124.0,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/bb/4e/dc/villa-margaridi.jpg?w=500&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/f2/6f/4c/caption.jpg?w=500&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/f2/6f/4b/caption.jpg?w=500&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/52/30/0a/caption.jpg?w=500&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/52/30/09/caption.jpg?w=500&h=-1&s=1","https://www.google.com/maps/search/?api=1&query=Avianda+Rio+de+Janeiro+440,+Guimaraes+4810-009+Portugal",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/bb/4e/dc/villa-margaridi.jpg?w=500&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/f2/6f/4c/caption.jpg?w=500&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/f2/6f/4b/caption.jpg?w=500&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/52/30/0a/caption.jpg?w=500&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/52/30/09/caption.jpg?w=500&h=-1&s=1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.5833,-8.2667,ok
Hotel Fátima,"Rua João Paulo II, No. 241, Fatima 2495-451 Portugal","Free parking, Free High Speed Internet (WiFi), Bar / lounge, Business Center with Internet Access, Conference facilities, Baggage storage, Currency exchange, 24-hour front desk, Paid private parking on-site, Parking garage, Wifi, Restaurant, Breakfast available, Breakfast buffet, Breakfast in the room, Kids' meals, Snack bar, Vending machine, Banquet room, Meeting rooms, Gift shop, Non-smoking hotel, Shops, Dry cleaning, Laundry service, Ironing service, Air conditioning, Room service, Safe, Minibar, Flatscreen TV, Bridal suite, Non-smoking rooms, Suites, Family rooms",4.1,101.0,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/ed/9a/fe/hotel-fatima.jpg?w=500&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/a0/55/6e/hotel-fatima.jpg?w=500&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/89/23/5f/hotel-fatima.jpg?w=500&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/a0/50/fd/hotel-fatima.jpg?w=500&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/a0/52/9a/hotel-fatima.jpg?w=500&h=-1&s=1","https://www.google.com/maps/search/?api=1&query=Rua+João+Paulo+II,+No.+241,+Fatima+2495-451+Portugal",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/ed/9a/fe/hotel-fatima.jpg?w=500&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/a0/55/6e/hotel-fatima.jpg?w=500&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/89/23/5f/hotel-fatima.jpg?w=500&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/a0/50/fd/hotel-fatima.jpg?w=500&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/a0/52/9a/hotel-fatima.jpg?w=500&h=-1&s=1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39.630392,-8.6764318,ok
Harbour Inn Design Townhouse,"Rua do Godinho 15, Matosinhos 4450-148 Portugal","Paid public parking nearby, Free High Speed Internet (WiFi), Free breakfast, Beach, Bicycles available, Airport transportation, Baggage storage, First aid kit, Street parking, Wifi, Restaurant, Complimentary tea, Hiking, Horseback riding, Water sport equipment rentals, Bicycle tours, Walking tours, Car hire, Taxi service, Blackout curtains, Soundproof rooms, Air conditioning, Desk, Housekeeping, Minibar, Cable / satellite TV, Walk-in shower, Safe, Sofa, Wardrobe / closet, Bottled water, Private bathrooms, Bath / shower, Complimentary toiletries, Ocean view, City view, Non-smoking rooms, Suites, Family rooms",4.9,110.0,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/4e/77/a0/harbour-inn-design-townhouse.jpg?w=500&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/4e/77/ab/harbour-inn-design-townhouse.jpg?w=500&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/4e/79/0a/harbour-inn-design-townhouse.jpg?w=500&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/4e/78/4a/harbour-inn-design-townhouse.jpg?w=500&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/4e/75/f1/harbour-inn-design-townhouse.jpg?w=500&h=-1&s=1","https://www.google.com/maps/search/?api=1&query=Rua+do+Godinho+15,+Matosinhos+4450-148+Portugal",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/4e/77/a0/harbour-inn-design-townhouse.jpg?w=500&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/4e/77/ab/harbour-inn-design-townhouse.jpg?w=500&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/4e/79/0a/harbour-inn-design-townhouse.jpg?w=500&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/4e/78/4a/harbour-inn-design-townhouse.jpg?w=500&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/4e/75/f1/harbour-inn-design-townhouse.jpg?w=500&h=-1&s=1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.1809128,-8.6940092,ok
Onyria Quinta da Marinha Hotel,"Rua das Palmeiras, n.º 247, Cascais 2750-005 Portugal","Electric vehicle charging station, Free High Speed Internet (WiFi), Yoga classes, Pool, Bar / lounge, Bicycle rental, Bicycles available, Babysitting, Secured parking, Wifi, Fitness / spa locker rooms, Personal trainer, Sauna, Pool / beach towels, Indoor pool, Outdoor pool, Heated pool, Restaurant, Breakfast available, Breakfast buffet, Breakfast in the room, Kids' meals, Outdoor dining area, Special diet menus, Wine / champagne, Poolside bar, Boating, Golf course, Hiking, Horseback riding, Windsurfing, Bicycle tours, Tennis court offsite, Children's television networks, Indoor play area for children, Children Activities (Kid / Family Friendly), Kids pool, Highchairs available, Pets Allowed ( Dog / Pet Friendly ), Airport transportation, Shuttle bus service, Car hire, Taxi service, Business Center with Internet Access, Conference facilities, Banquet room, Meeting rooms, Spa, Body wrap, Couples massage, Facial treatments, Full body massage, Massage, Steam room, 24-hour security, Baggage storage, Concierge, Newspaper, Non-smoking hotel, Outdoor furniture, Shared lounge / TV area, Sun loungers / beach chairs, Sun terrace, Sun umbrellas, ATM on site, First aid kit, Umbrella, 24-hour check-in, 24-hour front desk, Express check-in / check-out, Dry cleaning, Laundry service, Ironing service, Shoeshine, Allergy-free room, Blackout curtains, Air conditioning, Desk, Coffee / tea maker, Cable / satellite TV, Extra long beds, Walk-in shower, Bathrobes, Housekeeping, Interconnected rooms available, Private balcony, Room service, Safe, Seating area, Telephone, Wardrobe / closet, Iron, Laptop safe, Tile / marble floor, Wake-up service / alarm clock, Minibar, Flatscreen TV, Sofa bed, Complimentary toiletries, Hair dryer, Mountain view, Landmark view, Pool view, Bridal suite, Non-smoking rooms, Suites, Family rooms",4.8,322.0,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/1d/dd/82/hotel-quinta-da-marinha.jpg?w=500&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/a6/84/fd/quinta-da-marinha-sintra.jpg?w=500&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/a6/84/fa/the-lakes-the-sea.jpg?w=500&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/35/57/68/onyria-quinta-da-marinha.jpg?w=500&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/0a/44/b1/guest-room.jpg?w=500&h=-1&s=1","https://www.google.com/maps/search/?api=1&query=Rua+das+Palmeiras,+n.º+247,+Cascais+2750-005+Portugal",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/1d/dd/82/hotel-quinta-da-marinha.jpg?w=500&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/a6/84/fd/quinta-da-marinha-sintra.jpg?w=500&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/a6/84/fa/the-lakes-the-sea.jpg?w=500&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/35/57/68/onyria-quinta-da-marinha.jpg?w=500&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/0a/44/b1/guest-room.jpg?w=500&h=-1&s=1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,39.05,-9.4,ok
